 4.800     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     1     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     1     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     1     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     1     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     1     0     0     0     0     1
 0.150     5     0     0     0     1     1
 0.300     5     0     0     0     0     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 9.900     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 9.900     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 9.900     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
 0.300     5     0     0     0     0     1
 0.300     5     0     0     0     1     1
 0.300     5     0     0     0     1     1
 0.300     1     5     0     0     0     1
